index,name,intl_name,brand_name,brand_intl_name,year_month,rank,score,f1,f2,f3,f4,f5,f6,flavour_tags,checkin_count,pictures,id,f_mean
183,住吉,Sumiyoshi,山形県,Yamagata,202001,31,4.006604671478272,0.11953207850456238,0.3421506881713867,0.42748790979385376,0.44784632325172413,0.5817276835441589,0.3833087682723999, 昔ながら 酸味 アミノ酸 辛口 常温 ほのか ツン 旨味 あっさり どっしり 穀物 濃厚 キリリ ふんわり 軽快 コク 華やか まろやか キレ 甘味,40,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/261y9oIk0rIGd|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/EpjtV8PasDVDX|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2HA16oDuXT0q7g,183,0.38367557525634766
184,惣邑,Somura,山形県,Yamagata,202001,32,4.006604671478272,0.4603243768215179,0.2283771485090256,0.16847021877765656,0.4128299951553345,0.3648826777935028,0.6356061100959778, さらり 丸み チーズ 柑橘 するする フレッシュ 綺麗 力強い フルーティ ガス 心地よい 梨 辛口 マスカット 旨味 柔らかい ジューシー ほのか 優しい 軽快,97,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/21LRBznEGhEGsr|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2VzN1R5iC8bQyF|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/30C4FVRGQh0BwS,184,0.3784150878588359
185,フモトヰ,,山形県,Yamagata,202001,33,4.006604194641113,0.4784833192825317,0.16562627255916595,0.023357726633548737,0.3638966083526611,0.3930748701095581,0.675386905670166, マスカット グイグイ 丸み 梨 ふんわり 柑橘 するする スッキリ さらり とろみ キレ フルーティ キリリ 柔らかい 冷酒 軽快 綺麗 さっぱり 甘味 酸味,72,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/Szjb74quHCGNQ|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2E3UtJLrGWFI26|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/FGl9LPIYHAhzw,185,0.3499709504346053
186,清泉川,Kiyoizumigawa,山形県,Yamagata,202001,34,4.006603717803955,0.5565552115440369,0.30457139015197754,0.2589092254638672,0.4598896205425263,0.2292492985725403,0.5161345005035399, スパイシー 栗 ライチ まったり 梨 マスカット 柑橘 ツン するする ワイン 上品 ヨーグルト さわやか 柔らかい 濃厚 優しい 綺麗 余韻 辛口 ほのか,18,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/232G2CEgXFTiHu|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/BhszB2ZjTcySC|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/Ql5BXSPKFBMzg,186,0.38755154112974805
187,ばくれん,Bakuren,山形県,Yamagata,202001,35,4.006603717803955,0.401726996343867,0.35644608689819995,0.2525283780589752,0.4037798119020512,0.4276309828277186,0.48899640971482494, 辛口 フルーティ 綺麗 スイスイ 薄い キリリ さわやか 旨味 スッキリ さっぱり しっかり 甘味,35,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1opBdAl4tGHGgc|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1JNtxm1Qfij8sC|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1wGjIs520yFIBJ,187,
188,かっぱ,,山形県,Yamagata,202001,36,4.006602764129639,0.3514167771378952,0.36214342513738146,0.2780377525618794,0.43013306701766957,0.45043728775745756,0.4712208386467231, 辛口 果物 熱燗 まったり キレ あっさり さらり 軽快 スッキリ しっかり さっぱり ほのか 旨味 酸味,53,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2tqlJPGdZVwim2|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1xDCtAuLoG6vCR|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1KQ1gEq9lloBxB,188,
189,奥羽自慢,Oujiman,山形県,Yamagata,202001,37,4.006602764129639,0.5282629132270813,0.3608139753341675,0.10417216271162033,0.2998466491699219,0.3361881971359253,0.6139781475067139, グレープフルーツ カルピス 桃 鮮烈 果物 酸味 柑橘 穀物 ミルク メロン 複雑 キレ 梨 渋み 旨味 あっさり ワイン 穏やか 薄い ピリリ,56,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/Kuy06J2s9dlgI|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/24U71mZ3dfnoLU|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2XNmnAhmgPNYU0,189,0.37387700751423836
190,あら玉,Aratama,山形県,Yamagata,202001,38,4.006602764129639,0.3120013177394867,0.25060880184173584,0.06968457251787186,0.5072067975997925,0.5627188086509705,0.5109630823135376, とろみ 硬い スッキリ いちご 若い 昔ながら 丸み パイナップル キレ 渋み ほのか 旨味 あっさり 綺麗 穏やか スイスイ さらり 辛口 リンゴ 熱燗,55,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1Xdh9BVs102EZr|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/pwiSo7SSw17l6|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/Bdm2XFvqDHSGe,190,0.36886389677723247
191,別嬪,,山形県,Yamagata,202001,39,4.006602764129639,0.3956003561588591,0.38230102471403615,0.28509514588553264,0.4230735868553574,0.39267255131733025,0.46325121041544304, 燗冷まし 熱燗 安定 ワイン スイスイ 常温 さっぱり 酸味 さわやか 冷酒 綺麗 スッキリ しっかり キレ 辛口 甘味 旨味 苦味 フルーティ,40,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2NH9HPCdGLp2Gw|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1aDIJGkK66JIYc|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/10Qv5z7B4o7Fhw,191,
192,樽平,Taruhei,山形県,Yamagata,202001,40,4.006601810455321,0.37763014993081856,0.4207598896022411,0.34620561570234915,0.4031883910717781,0.37419144152335077,0.4355007604737444, 燗酒 上品 ふんわり 優しい フルーティ さわやか 濃厚 辛口 旨味,10,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/12tse4kAkjC4Cu|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1k8sPzt8CQldTE|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1961p1z2u0REhv,192,
193,銀嶺月山,Ginreigassan,山形県,Yamagata,202001,41,4.006601810455321,0.1997498720884323,0.30907562375068665,0.4388942718505859,0.6748423576354979,0.2762898802757263,0.3744272589683533, 落ち着く チーズ 心地よい 蜜 スッキリ 重い まろやか 常温 軽快 ほのか 厚み 苦味 酸味 柔らかい さっぱり 冷酒 豊か バナナ 旨味 スイスイ,105,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1nczxqh7TTFiqP|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1ID7unNKgaUZXF|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/CCokSvpgmZqU,193,0.3788798774282138
194,若乃井,Wakanoi,山形県,Yamagata,202001,42,4.006601810455321,0.3632498290665642,0.37124334485358357,0.30152707992221195,0.475259454157663,0.38106364787001745,0.44408597191857835, 桜 スモーキー 上品 心地よい 軽快 柑橘 するする スイスイ 薄い まろやか ふくよか しっかり 苦味 優しい 甘味 バランス 常温 ほのか スッキリ 酸味,30,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1Ye1V7MgP14itH|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2TlyhaBbGE0yTu|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/nltv8NIPQTt2i,194,
196,辯天,Benten,山形県,Yamagata,202001,44,4.006601810455321,0.3972956809519554,0.384640878149401,0.2912711265892197,0.4316198367782657,0.38647452612638433,0.4589467196195488, チョコレート 安定 柑橘 あっさり バランス ピリリ フルーティ 控えめ 濃厚 スッキリ 軽快 余韻 穏やか コク まろやか 甘味 さわやか 旨味 苦味 辛口,37,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1nxFA4gF1pDNBr|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1sHNAu6FNz4wj7|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1cZX3e3U38Yt5S,196,
197,辨天,Benten,山形県,Yamagata,202001,45,4.006601810455321,0.1570255309343338,0.3706755638122559,0.12819550931453705,0.7844165563583374,0.2871440947055817,0.3517775535583496, ほのか ゴクゴク 砂糖 苦味 なめらか 穏やか ふくよか 甘味 バナナ 柑橘 余韻 コク スイスイ とろみ キレ 芳醇 柔らかい 優しい フルーティ バランス,35,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1XrKIjD4Tr25wM|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1tWecLilPTeJJ9|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/blCZWeBm8sXjE,197,0.3465391347805659
198,上亀元,Jokigen,山形県,Yamagata,202001,46,4.006601810455321,0.4268583437122089,0.3867267851915913,0.27399333174677265,0.4141636490763071,0.37329610532251173,0.4709914618600082, 梨 バナナ さわやか ワイン 薄い キレ さっぱり ヨーグルト 冷酒 ふんわり 苦味 綺麗 穏やか 酸味 華やか バランス 濃厚 フルーティ 旨味 スッキリ,22,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/10gqQFQCOYc8zf|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2NZUAnYv8Xt5hj|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2PL7aEV0vr5yy6,198,
199,松嶺の富士,Matsumine no Fuji,山形県,Yamagata,202001,47,4.006601333618163,0.5320477485656738,0.0,0.04889501631259918,0.4557832181453705,0.2462155371904373,0.6679626107215881, ラムネ ライチ ほのか シャープ さらり ガス 甘酸っぱい するする なめらか 控えめ 上品 ふんわり 苦味 フレッシュ 穏やか 甘味 酸味 さわやか 濃厚 辛口,22,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/196bJ3AaOpNGxD|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2Vna7thtIG1GYd|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2XochIlZpEXlC5,199,0.32515068848927814
200,鶴翔,Kakusho,山形県,Yamagata,202001,48,4.006601333618163,0.43035872492911065,0.39082882099247135,0.2787289846588216,0.4095933789302088,0.36569656867503536,0.4726175901236614, ピチピチ 渋み 丸み ガス 甘酸っぱい どっしり 綺麗 余韻 バランス しっかり 苦味 フルーティ 酸味 辛口 旨味 スッキリ 甘味,10,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/14k59zTEg4ycue|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/23pKY8BswZh9Xd|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/fOMMSlFav4WkK,200,
201,寿,Kotobuki,山形県,Yamagata,202001,49,4.006601333618163,0.37041837751779627,0.38665471977010996,0.30010866337201003,0.443025010285627,0.4040091682365857,0.44156482917726636, 落ち着く 優しい さわやか しっかり 辛口 酸味 旨味 スッキリ,28,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1nly02XYw8tsfP|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1VwEWHcC24BTaJ|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2s7UkdQtl2MRRF,201,
203,冩楽,Sharaku,福島県,Fukushima,202001,1,4.412219047546387,0.5296926498413086,0.5181900858879089,0.2191256582736969,0.370099812746048,0.282270610332489,0.4315531551837921, メロン フルーティ 酸味 甘味 旨味 バランス セメダイン キレ 安定 スッキリ バナナ 上品 華やか しっかり 苦味 辛口 フレッシュ ジューシー 綺麗 さわやか,2006,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1daHCUK69uEAEi|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1x9X4RAWONDEha|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/qkW3D4SmpHgm4,203,0.3918219953775406
204,飛露喜,Hiroki,福島県,Fukushima,202001,2,4.1014437675476065,0.4231405258178711,0.3454355895519257,0.26396575570106506,0.40307971835136414,0.4617489576339722,0.5062243342399597, バランス 安定 旨味 酸味 スッキリ フルーティ 甘味 綺麗 辛口 苦味 上品 キレ しっかり さっぱり メロン 余韻 さらり ふんわり 軽快 派手,1167,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/DlMZJmgnHApHs|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/wqdJrCw6VJ1Vh|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/SRhpliPCn2eSB,204,0.400599146882693
205,天明,Tenmei,福島県,Fukushima,202001,3,4.011711120605469,0.4459259808063507,0.4359412789344788,0.32209473848342896,0.4141931533813477,0.3213987946510315,0.4821898639202118, 酸味 穀物 さらり 旨味 フルーティ バランス 甘味 綺麗 ブドウ さわやか レーズン 辛口 華やか フレッシュ 柔らかい しっかり 淡い スッキリ 軽快 苦味,783,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2LOYZIAXeSdaQ7|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2XQNqCeio96kcS|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2w64AFjMUCOl5c,205,0.4036239683628082
206,ロ万,Roman,福島県,Fukushima,202001,4,4.011423587799071,0.4162810742855072,0.4793506264686585,0.2652786374092102,0.5351353883743286,0.26603591442108154,0.4116008877754211, メロン 甘味 スッキリ 旨味 酸味 フルーティ まろやか 柔らかい 華やか キレ ヤクルト 優しい さわやか ヨーグルト ブドウ ジューシー ラムネ とろみ ピリリ なめらか,690,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2uzQn1uGfonuzF|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/24q0jgUthNdoot|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/xL31RQDtwUtay,206,0.39561375478903454
207,大七,Daishichi,福島県,Fukushima,202001,5,4.0088372230529785,0.2314312607049942,0.5710961818695068,0.4391942024230957,0.4879944920539856,0.2535274028778076,0.3535284996032715, 熱燗 爽快 常温 コク 冷酒 旨味 酸味 ふくよか しっかり 燗酒 豊か 辛口 濃厚 ミルク スッキリ まろやか 余韻 キレ 甘味 ガス,466,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1o2tIfXKE2nFnj|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1WwOwORNNXW7Cq|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/WIoAo47FG9JYK,207,0.3894620065887769
208,奈良萬,Naraman,福島県,Fukushima,202001,6,4.00869083404541,0.4429521858692169,0.4227802157402039,0.2586122155189514,0.39798569679260254,0.3527383804321289,0.5247408747673035, ガス メロン フルーティ 酸味 旨味 辛口 甘味 キャラメル ピリリ 華やか フレッシュ スッキリ 安定 バナナ コク ヤクルト ピチピチ キレ バランス 香ばしい,508,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1jRLB2CvxpBcTN|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1i7f2eNzwUK13r|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2W2pgRZUGgPCjS,208,0.39996826152006787
209,廣戸川,Hirotogawa,福島県,Fukushima,202001,7,4.008309841156007,0.4369981288909912,0.42587360739707947,0.3770115077495575,0.4783909320831299,0.24840520322322845,0.4415467977523804, 旨味 酸味 バランス 甘味 ガス 柔らかい 綺麗 上品 バナナ 甘酸っぱい メロン マスカット 華やか スッキリ 渋み フルーティ ラム 余韻 なめらか 穏やか,338,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/8Hc6jxEKGyQ90|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1rKP5LIFO33ZaF|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/vvxOnS1Vgylqp,209,0.40137102951606113
210,会津娘,Aizumusume,福島県,Fukushima,202001,8,4.007833003997804,0.44168236851692205,0.5113651156425476,0.3288087248802185,0.4454494118690491,0.2753925621509552,0.4012991487979889, 花 酸味 旨味 バナナ 甘味 渋み メロン フルーティ キレ ヨーグルト セメダイン 優しい 余韻 芳醇 コーヒー レーズン 辛口 柔らかい ふんわり フレッシュ,355,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/S2fRECbn7OuGd|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2EM7LKcLoVp1yD|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/pXLWRcSP8XQtv,210,0.4006662219762802
211,会津中将,Aizuchujo,福島県,Fukushima,202001,9,4.007747173309326,0.3678105175495148,0.43139195442199707,0.4310180842876434,0.4904213845729828,0.28584715723991394,0.41305938363075256, フレッシュ 甘味 フルーティ スッキリ 旨味 コク ふんわり しっかり 酸味 ナッツ 辛口 まろやか 甘酸っぱい 深み スモーキー 若い 綺麗 キレ 穏やか メロン,495,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1tepcsXnz7bXkQ|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/QovXon5MSihZW|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/E3UXF1wKt1AsK,211,0.4032580802838008
212,自然郷,Shizengo,福島県,Fukushima,202001,10,4.0071730613708505,0.4829038381576538,0.3883870542049408,0.2180525213479996,0.32168176770210266,0.3215141296386719,0.6013002395629883, ガス メロン 酸味 甘味 バナナ 旨味 ピリリ ピチピチ 軽快 バランス プラム キレ フルーティ スイスイ ブドウ さわやか するする ヨーグルト 渋み 余韻,253,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1S1VCtxh48OxFD|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/24gq6hjSSrHcZ7|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/f1pEhACwC9eMT,212,0.38897325843572617
213,穏,Odayaka,福島県,Fukushima,202001,11,4.007164478302002,0.4453696608543396,0.4713275730609894,0.28781455755233765,0.38705161213874817,0.30827653408050537,0.5018122792243958, ガス メロン 酸味 穏やか キャラメル ジューシー ピリリ 旨味 フルーティ 優しい 栗 穀物 プラム さわやか フレッシュ 柑橘 心地よい 苦味 ミルク 鮮烈,258,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1vUJc1tRa7kJqm|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2hIX35hmegtdTu|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1bFyrkMoE0bDwU,213,0.4002753694852193
214,奥の松,Okunomatsu,福島県,Fukushima,202001,12,4.007040500640868,0.3443728983402252,0.3482323586940765,0.3348022401332855,0.3726605176925659,0.4776778817176819,0.5300914645195007, スッキリ キレ フルーティ 甘味 さわやか しっかり まろやか ガス ちびちび 常温 するする 辛口 旨味 薄い ふんわり 複雑 砂糖 濃厚 こってり 甘酸っぱい,251,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2DjLNOEfh7D8TN|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2sniTyanU2PTjm|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2NxM8bnCN6xKEC,214,0.40130622684955597
215,國権,Kokken,福島県,Fukushima,202001,13,4.006969451904297,0.2903483808040619,0.5497403740882874,0.5708262920379639,0.4141477048397064,0.18415242433547974,0.2867233157157898, レーズン 穀物 キャラメル メロン ちびちび ラム 硬い 旨味 酸味 甘味 常温 どっしり スッキリ コク 優しい しっかり 味噌 こってり フルーティ 果物,210,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/22n1AYLelTJpTd|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/uBxI80FdpQmvz|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2PPfa2rHEbixon,215,0.38265641530354816
216,風が吹く,Kazegafuku,福島県,Fukushima,202001,14,4.006813049316406,0.4242829382419586,0.5546786785125732,0.40924715995788574,0.3844763934612274,0.2691732943058014,0.3529248833656311, 旨味 チョコレート 華やか ブドウ フルーティ 穀物 若い さわやか 穏やか 酸味 甘味 しっかり 荒々しい 香ばしい 余韻 苦味 キャラメル ラム ライチ 辛口,181,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/29mCYKJLf0jPHc|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/L4vvPzazxedp7|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2Q5BuKcGrDG17,216,0.39913055797417957
217,花泉,Hanaizumi,福島県,Fukushima,202001,15,4.006812572479248,0.342372328042984,0.4945766925811768,0.4910229444503784,0.3511729836463928,0.2835618257522583,0.4397064745426178, キャラメル 甘味 ガス 酸味 さっぱり 透き通る 旨味 円やか 花 コク ずっしり 燗冷まし ラム フレッシュ ピチピチ 辛口 スッキリ フルーティ スモーキー レーズン,170,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/oQHhcFQgOJ108|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/8Ku7eU8ewOh0m|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2I0ka5oulARWeQ,217,0.40040220816930133
218,一歩己,Ibuki,福島県,Fukushima,202001,16,4.0067710876464835,0.440759003162384,0.4588714838027954,0.2670174539089203,0.4985290765762329,0.3173650801181793,0.4178735613822937, メロン 苦味 酸味 旨味 穀物 バランス さわやか フルーティ 甘味 桃 まろやか グレープフルーツ 控えめ キレ 綺麗 スパイス さらり スッキリ ラム 心地よい,207,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2BOJckbScUWbSr|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/jM90a1jXf78ZG|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/10AHrJCZgIHQAD,218,0.40006927649180096
219,自然酒,,福島県,Fukushima,202001,17,4.006767272949219,0.3223710060119629,0.4687520563602448,0.3323674499988556,0.6451603770256042,0.10238438844680786,0.3730493485927582, 甘味 旨味 酸味 ヨーグルト 優しい ガス ジューシー バランス 綺麗 ピチピチ まろやか まったり フルーティ 甘酸っぱい 常温 プチプチ 硬い 心地よい 味噌 カラメル,172,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/oZl8EK2YiWwdv|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/LQXpbnZcjOJh7|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2O317DQllBvPWl,219,0.37401410440603894
220,宮泉,,福島県,Fukushima,202001,18,4.006746292114259,0.4803464114665985,0.4026831686496735,0.1795751303434372,0.3589891791343689,0.43562185764312733,0.5061884522438049, メロン 酸味 苦味 ラムネ 旨味 ピリリ 甘味 キレ バナナ フルーティ 上品 スッキリ 芳香 とろみ リンゴ 余韻 軽快 辛口 バランス ガス,194,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1KRSGO68srbXgB|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/lBaeKEiWfkJHP|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/5vWTS6JXn1wN0,220,0.39390069991350174
221,泉川,Izumikawa,福島県,Fukushima,202001,19,4.006714820861816,0.3931880593299866,0.3329278528690338,0.1726936101913452,0.5917844176292419,0.33671700954437256,0.4910722672939301, セメダイン ヨーグルト フレッシュ 淡い 酸味 じわじわ 控えめ キレ フルーティ メロン 辛口 綺麗 旨味 清涼 ラムネ 柔らかい マイルド さっぱり 円やか さらり,110,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/V5MCeLrJytFYU|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2iDRYN671tkzjB|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2gOZ9MbWg2bBDM,221,0.3863972028096517
222,楽器正宗,Gakki Masamune,福島県,Fukushima,202001,20,4.006699562072754,0.5488885641098022,0.3441946506500244,0.14597302675247192,0.16445530951023102,0.33255764842033386,0.6490786671638489, ガス メロン ピリリ ラムネ 酸味 フルーティ 甘味 カラメル 余韻 苦味 旨味 フレッシュ 軽快 ジューシー ジュース 桃 バランス 梨 マスカット グレープフルーツ,184,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1AslZa65kJTTWL|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2NqdBBq03Sf89W|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/MtLskNfOlMw8d,222,0.36419131110111874
223,榮川,Eisen,福島県,Fukushima,202001,21,4.006677150726318,0.30172714591026306,0.2708144187927246,0.2706497013568878,0.4996598958969116,0.5609775185585022,0.4449867904186249, 辛口 ほのか スッキリ スパイス ゴクゴク まろやか レモン さっぱり 旨味 しっかり アミノ酸 ツン マイルド 薄い 昔ながら 厚み 余韻 なめらか 酸味 安定,114,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1Csw28QmEc9kDH|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/28qaqMwMO964i1|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2tRsBl9VjEi7ea,223,0.39146924515565235
224,会津ほまれ,Aizuhomare,福島県,Fukushima,202001,22,4.00667667388916,0.3963015377521515,0.3755291104316712,0.2651001214981079,0.4919794499874115,0.3674733936786652,0.5045437812805176, バランス スッキリ フルーティ チーズ 辛口 梨 酸味 淡い キリリ ふんわり 薄い 昔ながら グイグイ チョコレート ほのか 熱燗 旨味 甘味 上品 桃,154,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/KVjqEwmBHAwUv|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/ingMulcuYVUx9|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1dCzMpjTGz8XP3,224,0.4001545657714208
225,末廣,Suehiro,福島県,Fukushima,202001,23,4.006672859191895,0.29000335931777954,0.4666353762149811,0.4285105168819428,0.5306450128555298,0.3079836368560791,0.371604859828949, 常温 熱燗 香ばしい スッキリ 甘味 苦味 どっしり 辛口 旨味 冷酒 味噌 酸味 醤油 派手 穏やか アミノ酸 ツン ラムネ まろやか ミルク,178,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2WBiclA3jDz3eb|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1AA6tuOAzKYTUd|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/Q2HbTMpZC1ur1,225,0.3992304603258769
226,山の井,Yamanoi,福島県,Fukushima,202001,24,4.006670951843262,0.3436609208583832,0.4453540444374085,0.3658068776130676,0.5576165318489075,0.3143115341663361,0.37418484687805176, ハーブ レーズン スパイシー 甘味 優しい 旨味 甘酸っぱい フルーティ ふくよか 酸味 綺麗 ナッツ 柔らかい ピリリ ひろがる じわじわ ブドウ ふんわり 辛口 スッキリ,212,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2qoEmxZarvqWbe|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/1YoiM3wVGlVcvQ|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/dLjMhIho25OcQ,226,0.40015579263369244
227,金寳自然酒,Kinpo Shizenshu,福島県,Fukushima,202001,25,4.006648063659668,0.3732278048992157,0.5749677419662476,0.4221896231174469,0.4732494354248047,0.21742235124111176,0.2839569449424744, メロン ラム レーズン 酸味 キャラメル プラム バナナ 芳香 ふんわり 飴 味噌 常温 桜 カラメル ヨーグルト 甘味 冷酒 セメダイン ピリリ 桃,87,https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/oldRz2tdXDEI8|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2VHGlFPGGPl708|https://s3-ap-northeast-1.amazonaws.com/physalis-sake-images/2wAUg76UJQXqzi,227,0.3908356502652168
